administrative,administrative_duration,informational,informational_duration,productrelated,productrelated_duration,bouncerates,exitrates,pagevalues,specialday,month,operatingsystems,browser,region,traffictype,visitortype,weekend,revenue,operatingsystems_missing,browser_missing,traffictype_missing
0,0.0,0,0.0,19,334.53333330000004,0.0,0.007395631999999999,0.0,0.0,6,1,1,3,1,Returning_Visitor,1,0,0,0,0
1,639.6,1,0.0,15,602.7083332999999,0.0,0.015384615,0.0,0.0,6,1,1,8,1,New_Visitor,0,1,0,0,0
3,177.5,1,0.0,11,273.0833333,0.0105,0.045,0.0,0.0,3,2,2,1,2,Returning_Visitor,1,0,0,0,0
0,0.0,0,0.0,14,651.59,0.018241458999999998,0.07758171900000001,0.0,0.0,12,2,2,2,2,Returning_Visitor,0,0,0,0,0
1,61.0,0,0.0,14,910.625,0.021777072999999997,0.121111111,39.75712746,0.0,10,2,2,3,2,Returning_Visitor,0,1,0,0,0
6,200.0,0,0.0,18,490.96666669999996,0.019,0.008097963,0.0,0.0,12,2,2,1,2,Returning_Visitor,0,0,0,0,0
13,326.9333333,3,246.425,24,496.2,0.0,0.0067285719999999995,9.584018365,0.0,9,1,1,3,1,Returning_Visitor,1,0,0,0,0
0,0.0,0,0.0,2,26.35,0.0,0.033333333,0.0,0.0,3,4,4,1,4,Returning_Visitor,0,0,0,0,0
9,252.6333333,0,0.0,82,1905.412385,0.007945265,0.024970548999999998,0.0,0.0,11,2,2,8,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,16,941.0666667000002,0.0,0.033333333,0.0,0.0,3,2,2,6,2,Returning_Visitor,1,0,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,5,5,7,5,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,3,13.0,0.0,0.05,0.0,0.0,11,2,2,1,2,New_Visitor,0,0,0,0,0
0,0.0,0,0.0,8,264.0,0.0,0.033333333,23.66855,0.0,5,2,2,3,2,Returning_Visitor,0,1,0,0,0
5,238.0,0,45.5,62,1286.843131,0.0,0.004987689,37.18119987,0.0,11,2,2,8,2,New_Visitor,0,1,0,0,0
3,132.6666667,2,13.0,263,2970.315752,0.005217619000000001,0.020124885,12.09008136,0.0,12,2,2,3,2,Returning_Visitor,0,1,0,0,0
0,0.0,0,0.0,8,364.0,0.0,0.022222222000000003,68.13482891,0.0,3,2,2,3,2,Returning_Visitor,0,1,0,0,0
3,68.4,2,94.0,8,223.4,0.014285714,0.025388689,0.0,0.0,9,1,1,1,1,Returning_Visitor,0,0,0,0,0
7,604.0833332999999,1,17.0,63,1088.3757779999999,0.0,0.015341885,0.0,0.0,5,2,2,2,2,Returning_Visitor,1,0,0,0,0
7,196.7938394,1,466.0,31,2051.74,0.0,0.021831511,1.888000602,0.0,5,4,4,7,4,Returning_Visitor,0,1,0,0,0
3,51.5,0,0.0,1,695.0,0.04,0.02,0.0,0.0,3,1,1,3,1,Returning_Visitor,1,0,0,0,0
4,191.8496124,2,409.0,45,1808.0,0.022779522000000003,0.039397645,0.0,0.0,11,2,2,8,2,Returning_Visitor,1,1,0,0,0
0,0.0,0,0.0,14,328.5,0.0,0.013333333000000001,100.26729,0.0,9,2,2,1,2,New_Visitor,1,1,0,0,0
0,0.0,0,0.0,12,355.75,0.018181818,0.044015389,0.0,0.0,12,2,2,1,2,Returning_Visitor,0,0,0,0,0
7,351.921,0,0.0,26,231.3133333,0.0015531370000000002,0.019363659,2.341859354,0.0,10,2,2,3,2,Returning_Visitor,1,0,0,0,0
3,126.25,2,32.3,10,192.3666667,0.0,0.009857855,0.0,0.0,7,2,2,1,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,4,239.5,0.0,0.033333333,0.0,0.0,11,1,1,1,1,New_Visitor,0,1,0,0,0
1,132.2,0,0.0,42,942.8633332999999,0.004314526,0.015403096000000002,0.0,0.0,5,2,2,1,2,Returning_Visitor,0,0,0,0,0
6,204.91666669999998,0,0.0,25,928.5,0.005820343,0.013746504,28.5896,0.0,3,2,2,3,2,Returning_Visitor,0,0,0,0,0
1,7.2,0,0.0,53,666.32,0.01,0.004444915,0.0,0.0,8,1,1,1,1,Returning_Visitor,1,0,0,0,0
7,248.3,0,0.0,30,546.0666667,0.006441436,0.015616558000000001,0.0,0.0,11,1,1,4,1,New_Visitor,1,0,0,0,0
0,0.0,0,0.0,34,1290.0,0.019611768999999998,0.031840846,0.0,0.0,12,2,2,5,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,29,727.8870832,0.00055,0.005464261,0.0,0.0,5,2,2,1,2,New_Visitor,0,0,0,0,0
0,0.0,1,0.0,7,447.16666669999995,0.0,0.025,0.0,0.0,11,2,2,1,2,New_Visitor,0,0,0,0,0
6,23.5,0,0.0,13,172.9966667,0.0,0.0026346620000000003,0.0,0.0,11,2,2,1,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,25,640.225,0.015165615,0.030357097000000003,0.0,0.0,3,2,2,1,2,Returning_Visitor,0,0,0,0,0
22,332.2758192,5,96.11666667,114,2005.976214,0.0019300429999999998,0.019027876000000003,10.09675426,0.0,11,1,1,3,1,Returning_Visitor,1,1,0,0,0
2,11.0,0,0.0,17,497.25,0.01,0.02,0.0,0.0,12,2,2,1,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,8,82.75,0.0,0.0125,0.0,0.0,12,2,2,6,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,3,82.5,0.083333333,0.15666666699999998,0.0,0.0,11,1,1,1,1,Returning_Visitor,0,0,0,0,0
4,88.1,0,0.0,27,1769.25,0.022266995,0.052690003,27.19142023,0.0,10,2,2,1,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,96,2629.089048,0.012962391,0.029997665,4.592661002,0.0,7,2,2,9,2,Returning_Visitor,0,1,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,5,1,1,1,1,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,187,7854.421054,0.009277805,0.012168689,0.0,0.0,11,2,2,1,2,Returning_Visitor,1,0,0,0,0
5,79.6,0,0.0,20,21.8,0.0,0.025,0.0,0.0,9,2,2,7,2,Returning_Visitor,0,0,0,0,0
3,168.5857639,3,87.0,6,57.0,0.007692308,0.046666667,0.0,0.0,3,2,2,3,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,3,17.0,0.05,0.033333333,0.0,0.0,12,2,2,9,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,11,1223.0,0.0,0.018181818,0.0,0.0,5,2,2,2,2,Returning_Visitor,0,0,0,0,0
7,65.75,0,0.0,6,94.6,0.0,0.038333333,0.0,0.0,3,2,2,1,2,New_Visitor,0,0,0,0,0
10,1946.0,3,97.0,324,18504.12621,0.009118286,0.019216689,0.0,0.0,11,10,10,1,10,Returning_Visitor,0,1,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,5,2,2,4,2,Returning_Visitor,0,0,0,0,1
3,612.3666667,3,149.8,60,1993.4333329999997,0.023367165,0.072297208,3.4319547669999997,0.0,8,2,2,3,2,Returning_Visitor,1,0,0,0,0
3,87.33333333,0,0.0,44,722.205,0.033403704,0.073240313,0.0,0.0,5,1,1,1,1,Returning_Visitor,1,0,0,0,0
0,0.0,4,100.75,2,269.9,0.0,0.025,0.0,0.0,12,2,2,9,2,New_Visitor,0,0,0,0,0
4,67.2,0,0.0,12,467.29666669999995,0.0,0.003595459,0.0,0.0,11,1,1,1,1,Returning_Visitor,0,0,0,0,0
7,71.75,0,0.0,29,607.1055142999999,0.0,0.012778278,0.0,0.0,5,1,1,1,1,Returning_Visitor,1,0,0,0,0
1,32.0,2,48.0,112,4094.7203590000004,0.00058532,0.009434444,0.0,0.0,11,2,2,4,2,New_Visitor,0,1,0,0,0
0,0.0,0,0.0,4,46.83333333,0.0,0.025,0.0,0.0,3,2,2,1,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,31,372.75,0.0,0.015384615,0.0,0.0,11,2,2,1,2,Returning_Visitor,1,0,0,0,0
1,0.0,2,17.0,74,2687.4547620000003,0.015075433999999999,0.038148554,0.0,0.0,11,2,2,3,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,1,1,1,1,Returning_Visitor,0,0,0,0,0
0,0.0,2,64.0,13,90.5,0.0,0.005334,0.0,0.0,5,2,2,1,2,Returning_Visitor,0,0,0,0,0
9,382.5,1,81.0,25,359.04,0.0,0.0096,0.0,0.0,3,4,4,2,4,New_Visitor,1,0,0,0,0
1,17.0,0,0.0,10,81.0,0.016666667,0.036666667,0.0,0.8,5,1,1,2,1,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,5,534.0,0.0,0.024280719,0.0,0.0,5,1,1,7,1,Returning_Visitor,0,0,0,0,0
2,144.35857180000002,0,0.0,138,7246.337478,0.003297087,0.008524685,3.5270740660000004,0.0,12,2,2,4,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,5,641.5,0.0,0.05,33.95589374,0.0,11,1,1,1,1,New_Visitor,1,1,0,0,0
2,30.0,0,0.0,12,259.78333330000004,0.0,0.006966666999999999,0.0,0.0,5,2,2,7,2,New_Visitor,0,0,0,0,0
2,23.2,0,0.0,41,2340.2666670000003,0.0,0.01962104,0.0,0.0,11,4,4,2,4,Returning_Visitor,0,0,0,0,0
6,330.20813030000005,0,0.0,191,5025.159618,0.002458642,0.023008949,0.0,0.0,11,2,2,5,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,1,266.08,0.028571429,0.05,0.0,0.0,12,2,2,3,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,3,149.66666669999998,0.035389817999999997,0.046666667,0.0,0.4,5,1,1,4,1,Returning_Visitor,0,0,0,0,0
9,370.0083333,2,253.5166667,127,3747.8754740000004,0.009609414,0.021315538999999998,11.57573883,0.0,11,2,2,1,2,Returning_Visitor,0,1,0,0,0
2,74.0,0,0.0,5,345.3333333,0.033333333,0.051714786,25.35010406,0.0,11,2,2,9,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,12,532.25,0.0,0.014255773999999999,0.0,0.0,8,2,2,5,2,Returning_Visitor,0,0,0,0,0
9,422.5,0,0.0,2,8.0,0.0,0.009142856999999999,0.0,0.0,3,7,7,3,7,New_Visitor,0,0,0,0,0
0,0.0,0,0.0,2,165.66666669999998,0.0,0.04,0.0,0.0,12,2,2,4,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,17,565.8333332999999,0.007102305,0.018128578,0.0,0.0,5,4,4,4,4,Returning_Visitor,0,0,0,0,0
2,15.0,0,0.0,5,97.86,0.0,0.05,0.0,0.0,5,2,2,3,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,3,26.0,0.0,0.1,0.0,0.8,2,1,1,1,1,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,1,303.0,0.0,0.05,0.0,0.8,5,2,2,6,2,Returning_Visitor,0,0,0,0,0
5,32.5,0,0.0,80,2568.794639,0.0,0.005197397,125.17947759999998,0.0,11,2,2,4,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,7,171.0,0.0,0.02,0.0,0.0,5,7,7,7,7,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,4,137.0,0.066666667,0.133333333,0.0,0.0,5,4,4,1,4,Returning_Visitor,1,0,0,0,0
2,315.1,2,8.0,71,2906.847843,0.0,0.015789095,45.23185627,0.0,10,2,2,2,2,Returning_Visitor,1,0,0,0,0
0,0.0,1,98.8,16,270.85,0.0,0.015384615,23.47947605,0.0,12,1,1,6,1,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,7,212.5,0.0,0.028471429,0.0,0.2,5,2,2,1,2,Returning_Visitor,0,0,0,0,0
16,457.83333330000005,0,0.0,27,187.6925,0.004192953,0.014032554,0.0,0.0,5,2,2,8,2,Returning_Visitor,0,0,0,0,0
5,151.8,2,145.5,15,437.9,0.009757849,0.029747527000000003,24.83043472,0.0,11,1,1,1,1,Returning_Visitor,1,0,0,0,0
1,113.0,2,110.0,18,2545.75,0.0,0.008542457,0.0,0.0,11,1,1,3,1,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,12,2,2,4,2,Returning_Visitor,0,0,0,0,0
10,156.4757173,3,754.4,54,2019.144577,0.0,0.004598577,15.55113066,0.0,12,2,2,3,2,Returning_Visitor,0,0,0,0,0
17,277.4249755,2,659.5833332999999,94,1919.770081,0.0018140110000000001,0.013238248000000001,3.319125543,0.0,5,2,2,2,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,55,1881.05,0.009550909,0.037571986,0.0,0.0,12,2,2,3,2,Returning_Visitor,1,0,0,0,0
2,48.8,0,0.0,3,0.0,0.0,0.0,0.0,0.0,11,2,2,4,2,New_Visitor,0,0,0,0,0
5,12.83333333,10,1639.333333,214,3390.3132659999997,0.008903517,0.004029182,1.22733574,0.4,5,2,2,4,2,Returning_Visitor,0,0,0,0,0
3,47.0,3,1478.25,41,330.5880958,0.0,0.0028,0.0,0.0,11,2,2,1,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,28,933.2333332999999,0.0,0.0057242859999999994,0.0,0.0,3,2,2,4,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,7,352.5,0.0,0.05,0.0,0.0,5,1,1,3,1,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,4,60.0,0.1,0.133333333,0.0,0.0,3,4,4,4,4,Returning_Visitor,0,0,0,0,0
2,65.75,0,0.0,73,1392.762952,0.004445745,0.02500094,4.2752,0.0,11,2,2,3,2,Returning_Visitor,0,1,0,0,0
11,240.1317144,0,0.0,119,9015.617048999999,0.005858505,0.016736746,0.0,0.6,5,2,2,1,2,Returning_Visitor,0,0,0,0,0
7,144.7,0,0.0,14,105.46666670000002,0.0,0.011281111000000002,0.0,0.0,11,2,2,4,2,Returning_Visitor,0,0,0,0,0
2,14.0,0,0.0,4,197.0,0.0,0.033333333,0.0,0.0,11,2,2,3,2,New_Visitor,0,0,0,0,0
0,0.0,0,0.0,10,736.307109,0.025,0.031393938999999996,0.0,1.0,5,1,1,1,1,Returning_Visitor,1,0,0,0,0
1,89.5,1,14.0,7,158.8,0.0,0.042897742999999995,0.0,0.0,5,2,2,1,2,Returning_Visitor,0,0,0,0,0
2,74.4,1,345.4,40,879.7333332999999,0.0,0.022857042999999997,11.04231533,0.0,10,2,2,5,2,Returning_Visitor,1,0,0,0,0
0,0.0,0,0.0,1,7.0,0.066666667,0.1,0.0,0.8,5,5,5,3,5,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,23,484.33333330000005,0.0,0.033333333,0.0,0.0,3,1,1,1,1,Returning_Visitor,0,0,0,0,0
0,0.0,2,68.4,22,921.0833332999998,0.005884055,0.020007023,26.82947226,0.0,11,2,2,3,2,Returning_Visitor,1,1,0,0,0
2,71.15,0,0.0,6,21.6,0.0,0.016666667,0.0,0.0,9,1,1,8,1,New_Visitor,1,0,0,0,0
0,0.0,0,0.0,2,41.5,0.0,0.1,0.0,0.0,5,2,2,3,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,2,2,1,2,Returning_Visitor,0,0,0,0,0
0,0.0,2,25.1,90,487.55,0.0,0.015812335,64.18317115,0.0,11,2,2,2,2,Returning_Visitor,0,1,0,0,0
0,0.0,2,0.0,37,1257.68,0.004814886,0.025352787999999998,0.0,1.0,5,2,2,5,2,Returning_Visitor,1,0,0,0,0
1,91.0,1,65.0,117,3845.514274,0.0016182689999999999,0.021105898999999997,0.0,0.0,11,2,2,3,2,Returning_Visitor,1,0,0,0,0
4,64.4,2,44.0,28,1690.4,0.0,0.010644444,0.0,0.0,9,2,2,2,2,Returning_Visitor,0,0,0,0,0
5,666.4,0,0.0,40,1017.283333,0.014467145,0.045251547999999996,0.0,0.0,11,1,1,9,1,New_Visitor,0,0,0,0,0
0,0.0,0,0.0,36,1226.766111,0.012,0.024562122000000002,0.0,0.0,7,2,2,6,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,1,1,3,1,Returning_Visitor,0,0,0,0,0
6,158.91666669999998,0,0.0,2,7.0,0.025,0.05,0.0,0.0,12,2,2,1,2,New_Visitor,0,0,0,0,0
17,440.1347132,9,342.625,26,2096.7871219999997,0.008666667,0.022861561000000002,0.0,0.0,5,1,1,3,1,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,11,100.0,0.0,0.05,0.0,0.2,5,2,2,3,2,Returning_Visitor,0,0,0,0,0
12,614.3,3,310.75,318,3467.087297,0.005497378000000001,0.002118521,6.226135089,0.0,7,1,1,5,1,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.0,11,4,4,1,4,New_Visitor,1,0,0,0,0
1,191.5,2,95.0,1,5.0,0.0,0.009000000000000001,0.0,0.0,3,2,2,8,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,11,0.0,0.2,0.2,0.0,0.0,11,1,1,3,1,New_Visitor,0,0,0,0,0
1,22.25,0,0.0,71,4814.391667,0.0032754209999999997,0.018203558999999998,0.0,0.0,12,2,2,1,2,Returning_Visitor,0,0,0,0,0
8,80.75,0,0.0,9,167.0,0.0125,0.022333332999999997,0.0,0.0,3,2,2,8,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,3,20.0,0.0,0.006666666999999999,0.0,0.0,3,2,2,6,2,New_Visitor,0,0,0,0,0
4,56.5,0,0.0,83,2529.500176,0.0,0.001306367,0.0,0.0,12,2,2,7,2,Returning_Visitor,0,0,0,0,0
3,110.48333329999998,0,0.0,30,888.5,0.0,0.008194578000000001,36.13021108,0.0,5,2,2,1,2,Returning_Visitor,1,0,0,0,0
10,214.2472857,0,0.0,120,5047.560644,0.006090965,0.004701296,3.8709971519999997,0.0,11,4,4,6,4,Returning_Visitor,0,1,0,0,0
2,63.5,0,0.0,19,561.3333332999999,0.0,0.0,0.0,0.0,3,1,1,3,1,Returning_Visitor,0,0,0,0,0
4,121.3,1,14.9,64,1374.763095,0.0,0.008394841,13.49871404,0.0,11,1,1,1,1,New_Visitor,1,1,0,0,0
8,542.5666667,0,0.0,86,6036.326124,0.004345656,0.017333035,46.70864656,0.0,12,2,2,3,2,Returning_Visitor,0,0,0,0,0
5,199.83333330000002,1,28.0,39,1503.524063,0.001616061,0.007109539000000001,3.7827,0.0,5,4,4,9,4,Returning_Visitor,0,0,0,0,0
8,218.2,0,0.0,62,1307.305364,0.0,0.00491386,4.8461704039999995,0.0,11,2,2,3,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,10,468.28333330000004,0.022222222000000003,0.047744744000000006,0.0,0.0,12,5,5,2,5,Returning_Visitor,0,0,0,0,0
3,139.08333330000002,0,0.0,23,858.0333332999999,0.0045404040000000005,0.01128071,0.0,0.0,5,4,4,3,4,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,10,2064.4,0.1,0.133333333,0.0,0.6,2,4,4,7,4,Returning_Visitor,0,0,0,0,0
1,28.0,0,0.0,28,1059.083333,0.005,0.008818181999999999,76.29964148,0.0,5,4,4,1,4,Returning_Visitor,0,0,0,0,0
1,11.0,0,0.0,216,8053.982393000001,0.009689284,0.014498353,0.0,0.0,11,2,2,4,2,Returning_Visitor,0,0,0,0,0
1,16.0,0,0.0,53,742.6166667,0.003223202,0.041888112000000005,0.0,0.0,11,2,2,3,2,Returning_Visitor,1,0,0,0,0
0,0.0,0,0.0,17,1485.233333,0.0,0.0005,0.0,0.0,5,6,6,1,6,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,1,0.0,0.08,0.2,0.0,0.0,3,1,1,1,1,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,12,2,2,1,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,12,318.45,0.036065631,0.057,0.0,0.0,11,2,2,1,2,Returning_Visitor,1,0,0,0,0
0,0.0,3,93.0,78,4178.273839,0.014131531000000001,0.021497395,0.0,0.0,11,2,2,3,2,Returning_Visitor,1,0,0,0,0
2,58.66666667,4,48.5,182,3083.484774,0.0036998340000000004,0.0065424640000000004,5.751270694,0.0,5,2,2,3,2,Returning_Visitor,0,1,0,0,0
0,0.0,0,0.0,9,152.0,0.044448444000000004,0.045833333,0.0,0.0,11,1,1,3,1,Returning_Visitor,0,0,0,0,0
4,75.5,2,82.5,141,2132.1144010000003,0.0,0.0023279520000000003,0.0,0.0,11,2,2,1,2,New_Visitor,0,0,0,0,0
0,0.0,0,0.0,4,0.0,0.0,0.1,0.0,0.0,3,2,2,9,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,8,1264.0,0.0,0.05,0.0,0.0,5,2,2,1,2,Returning_Visitor,1,0,0,0,0
13,263.9577343,0,0.0,43,1929.0412219999998,0.0058087040000000005,0.013229956000000001,43.62650892,0.0,11,6,6,4,6,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,14,249.0,0.012,0.016666667,0.0,0.0,11,5,5,1,5,Returning_Visitor,0,0,0,0,0
2,11.0,0,0.0,36,1056.066667,0.087039935,0.076907143,0.0,0.2,5,2,2,2,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,2,2,4,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,4,164.0,0.0,0.1,0.0,0.0,5,2,2,2,2,Returning_Visitor,0,0,0,0,0
3,135.5333333,0,0.0,9,684.0888888999999,0.0,0.004945434,0.0,0.0,12,2,2,1,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,5,113.0,0.0,0.02,0.0,0.0,3,2,2,1,2,Returning_Visitor,1,0,0,0,0
0,0.0,2,28.5,12,49.0,0.0,0.013333333000000001,0.0,0.0,5,2,2,1,2,Returning_Visitor,0,0,0,0,0
12,433.0,3,56.58333333,88,5114.520228,0.001880881,0.010333364,0.537154765,0.0,5,2,2,3,2,Returning_Visitor,1,0,0,0,0
2,85.7,0,0.0,4,180.0,0.0,0.066666667,0.0,0.0,11,2,2,5,2,New_Visitor,0,0,0,0,0
22,165.6575259,3,120.5,56,694.2638143999999,0.005160004,0.016584513999999998,15.34558536,0.0,11,2,2,7,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,3,46.0,0.0,0.05,0.0,0.0,5,2,2,2,2,Returning_Visitor,0,0,0,0,0
21,538.1281223999999,2,673.4,66,421.6826642,0.006508341,0.016445782,0.0,0.0,6,2,2,4,2,Returning_Visitor,0,0,0,0,0
3,34.5,1,880.0,117,6233.0236700000005,0.010264764000000001,0.025634234,0.0,0.0,11,5,5,4,5,Returning_Visitor,1,0,0,0,0
0,0.0,2,205.0,92,1241.103333,0.0,0.008329586,0.0,0.0,12,2,2,1,2,Returning_Visitor,0,0,0,0,0
6,124.08333329999999,3,40.6,11,414.975,0.0,0.018981613,0.0,0.0,7,2,2,3,2,Returning_Visitor,1,0,0,0,0
0,0.0,1,8.4,56,1791.752661,0.003471159,0.010760901000000002,12.71469837,0.0,7,2,2,1,2,Returning_Visitor,0,0,0,0,0
1,3.6,0,0.0,3,0.0,0.08714285699999999,0.068585619,0.0,0.0,9,2,2,7,2,Returning_Visitor,0,0,0,0,0
3,195.2,0,0.0,10,236.6,0.0,0.02,0.0,0.0,7,4,4,6,4,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,78,2689.458613,0.028986982999999997,0.034854127,0.0,0.0,9,2,2,4,2,Returning_Visitor,0,0,0,0,0
1,132.0,1,11.8,23,985.0,0.0,0.014815615,31.96642,0.6,5,2,2,1,2,Returning_Visitor,0,1,0,0,0
0,0.0,0,0.0,42,1264.283333,0.0,0.005120302,0.0,0.0,11,4,4,4,4,Returning_Visitor,1,0,0,0,0
0,0.0,0,0.0,10,403.0,0.0,0.034,0.0,0.0,3,1,1,1,1,Returning_Visitor,0,0,0,0,0
1,4.0,1,182.0,19,973.4333332999998,0.0,0.045154545,0.0,0.0,12,2,2,9,2,Returning_Visitor,1,0,0,0,0
1,28.0,3,198.0,10,193.9541905,0.015384615,0.008448404,12.06917117,0.0,3,2,2,1,2,Returning_Visitor,0,1,0,0,0
3,51.0,0,0.0,10,46.0,0.011666667,0.040739383,0.0,0.4,5,2,2,1,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,12,2,2,3,2,Returning_Visitor,0,0,0,0,0
4,138.28,0,0.0,12,832.0,0.0,0.00625,81.20675196,0.0,8,4,4,1,4,New_Visitor,0,1,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,5,4,4,3,4,Returning_Visitor,0,0,0,0,0
8,323.6666667,4,323.0,79,1714.685307,0.0066905359999999995,0.01307843,44.53655127,0.0,5,2,2,6,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,4,117.5,0.0,0.033333332,0.0,0.0,5,2,2,3,2,Returning_Visitor,0,0,0,0,0
15,175.0555,0,0.0,200,5809.612302,0.008575418000000001,0.00349025,0.0,0.0,11,2,2,1,2,Returning_Visitor,1,1,0,0,0
4,89.4,0,0.0,40,549.0861911000001,0.059473837,0.080925396,0.0,0.0,6,2,2,1,2,Returning_Visitor,1,0,0,0,0
0,0.0,0,0.0,8,137.0333333,0.0,0.014285714,0.0,0.0,5,2,2,6,2,Returning_Visitor,0,0,0,0,0
1,44.0,2,25.75,14,167.5,0.0,0.018181818,0.0,0.0,9,2,2,1,2,Returning_Visitor,0,0,0,0,0
6,202.75,0,0.0,111,9168.519659,0.011073755,0.01766583,0.0,0.0,7,2,2,1,2,Returning_Visitor,0,0,0,0,0
2,62.0,0,0.0,62,2374.216667,0.0036333629999999997,0.016187941,0.0,0.0,5,1,1,3,1,Returning_Visitor,0,0,0,0,0
17,287.3333333,0,0.0,258,3567.941175,0.0021018079999999997,0.014320932,2.738420984,0.0,12,2,2,1,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,13,1016.5,0.0,0.1,0.0,0.0,8,2,2,2,2,Returning_Visitor,0,0,0,0,0
5,194.45,1,0.0,19,448.58333330000005,0.0016666670000000001,0.016455616,0.0,0.0,11,1,1,1,1,Returning_Visitor,1,0,0,0,0
10,157.4,1,13.2,32,979.2666667000001,0.0,0.003566567,0.0,0.0,10,2,2,8,2,Returning_Visitor,0,0,0,0,0
3,156.5,0,0.0,59,931.4440445,0.0,0.014517971000000001,0.0,0.0,12,1,1,8,1,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,8,177.16666669999998,0.007142848,0.038533332999999996,0.0,0.8,5,2,2,1,2,Returning_Visitor,0,0,0,0,0
0,0.0,0,0.0,1,0.0,0.0,0.1,0.0,0.0,5,4,4,1,4,Returning_Visitor,0,0,0,0,0
1,33.5,0,0.0,85,2739.3,0.016787394,0.019729034,0.0,0.0,11,2,2,1,2,Returning_Visitor,1,0,0,0,0
0,0.0,0,0.0,8,296.5,0.0,0.028571429,0.0,0.0,5,2,2,9,2,Returning_Visitor,0,0,0,0,0
0,0.0,1,353.5,43,3315.5232730000002,0.005263159,0.022997547,2.1778499080000002,0.6,5,2,2,3,2,Returning_Visitor,0,0,0,0,0
14,277.185,4,14.0,152,9836.537229000001,0.000684485,0.012357343,4.577495893,0.0,12,2,2,5,2,Returning_Visitor,0,0,0,0,0
